#SampleID	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Acidobacteriota;c__Subgroup_21	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Patescibacteria;c__uncultured	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Chloroflexi;c__P2-11E	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Acidobacteriota;c__Subgroup_18	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__WS2;c__WS2	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Rs-K70_termite_group;c__Rs-K70_termite_group	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__Pla3_lineage	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_20	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__RCP2-54;c__RCP2-54
SRR6764818	784.0	2059.0	2157.0	3539.0	755.0	0.0	763.0	528.0	493.0	217.0	61.0	227.0	0.0	1235.0	241.0	0.0	1205.0	422.0	2468.0	0.0	34.0	27.0	706.0	0.0	0.0	150.0	68.0	60.0	579.0	123.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	15.0	81.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764819	539.0	2491.0	1733.0	4033.0	725.0	0.0	776.0	269.0	234.0	291.0	16.0	319.0	145.0	1405.0	262.0	0.0	1317.0	240.0	2370.0	0.0	94.0	51.0	630.0	0.0	17.0	205.0	173.0	50.0	435.0	92.0	23.0	31.0	5.0	0.0	0.0	97.0	0.0	30.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764820	376.0	1951.0	1273.0	2807.0	391.0	0.0	460.0	219.0	65.0	191.0	0.0	22.0	0.0	1482.0	154.0	0.0	785.0	268.0	2449.0	0.0	16.0	57.0	309.0	0.0	13.0	101.0	122.0	11.0	414.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764821	745.0	3301.0	2417.0	4315.0	542.0	0.0	811.0	324.0	220.0	303.0	0.0	307.0	78.0	2472.0	267.0	0.0	1168.0	329.0	2989.0	0.0	48.0	92.0	856.0	0.0	29.0	172.0	54.0	44.0	389.0	121.0	0.0	0.0	0.0	0.0	0.0	157.0	19.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	17.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764822	1429.0	2855.0	3061.0	3729.0	659.0	0.0	1401.0	610.0	157.0	583.0	23.0	527.0	94.0	1096.0	319.0	0.0	1721.0	29.0	1358.0	139.0	131.0	8.0	1189.0	0.0	136.0	205.0	530.0	228.0	872.0	159.0	141.0	25.0	0.0	123.0	38.0	169.0	0.0	0.0	123.0	0.0	0.0	155.0	0.0	56.0	0.0	0.0	70.0	93.0	0.0	114.0	0.0	0.0	51.0	2.0	75.0	0.0	0.0	32.0	0.0	0.0	0.0	14.0	0.0	50.0	14.0	44.0	0.0	0.0	9.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	78.0
SRR6764823	1065.0	2260.0	1110.0	1134.0	607.0	39.0	714.0	784.0	94.0	412.0	0.0	434.0	60.0	1024.0	274.0	0.0	1340.0	15.0	864.0	110.0	47.0	0.0	106.0	0.0	0.0	18.0	326.0	119.0	663.0	203.0	0.0	14.0	0.0	217.0	0.0	98.0	56.0	16.0	108.0	62.0	0.0	106.0	0.0	87.0	83.0	0.0	115.0	22.0	0.0	66.0	0.0	25.0	35.0	0.0	108.0	71.0	0.0	70.0	54.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764824	1003.0	2683.0	2065.0	1035.0	336.0	67.0	1006.0	354.0	236.0	410.0	14.0	558.0	146.0	1772.0	307.0	0.0	921.0	73.0	1758.0	191.0	34.0	0.0	211.0	0.0	12.0	231.0	348.0	150.0	875.0	236.0	0.0	8.0	0.0	48.0	40.0	88.0	61.0	83.0	101.0	0.0	0.0	145.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	29.0	0.0	24.0	73.0	0.0	26.0	98.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764825	1018.0	3201.0	2355.0	2330.0	603.0	26.0	675.0	492.0	321.0	351.0	0.0	484.0	58.0	1082.0	256.0	50.0	1035.0	30.0	1055.0	76.0	48.0	44.0	626.0	0.0	8.0	51.0	406.0	174.0	710.0	227.0	0.0	23.0	0.0	0.0	0.0	171.0	49.0	4.0	0.0	0.0	62.0	0.0	0.0	82.0	0.0	30.0	13.0	29.0	39.0	60.0	0.0	0.0	23.0	0.0	108.0	67.0	0.0	35.0	39.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764826	1748.0	4841.0	2174.0	2042.0	610.0	95.0	1340.0	701.0	492.0	451.0	71.0	540.0	914.0	2484.0	256.0	41.0	1598.0	162.0	2143.0	127.0	85.0	26.0	618.0	0.0	41.0	250.0	589.0	302.0	1500.0	328.0	29.0	8.0	14.0	158.0	0.0	110.0	81.0	0.0	179.0	0.0	0.0	219.0	79.0	99.0	10.0	49.0	0.0	57.0	6.0	86.0	3.0	20.0	43.0	0.0	85.0	142.0	0.0	48.0	106.0	0.0	0.0	0.0	0.0	46.0	0.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	25.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764827	1211.0	2478.0	2390.0	2382.0	815.0	0.0	939.0	372.0	227.0	458.0	64.0	438.0	334.0	769.0	137.0	0.0	1394.0	13.0	1178.0	81.0	67.0	29.0	517.0	0.0	26.0	124.0	486.0	184.0	1062.0	226.0	39.0	22.0	0.0	0.0	58.0	120.0	48.0	21.0	107.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	45.0	13.0	0.0	19.0	2.0	36.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764829	236.0	2423.0	2179.0	3748.0	596.0	0.0	6.0	14.0	136.0	0.0	597.0	80.0	0.0	0.0	0.0	0.0	292.0	30.0	1263.0	0.0	7.0	0.0	813.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	111.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	15.0	0.0	0.0	0.0	8.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	16.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764830	2029.0	2009.0	2185.0	3212.0	973.0	30.0	733.0	448.0	140.0	588.0	90.0	270.0	106.0	525.0	151.0	0.0	1141.0	95.0	645.0	76.0	77.0	90.0	332.0	0.0	60.0	37.0	602.0	72.0	1010.0	218.0	0.0	57.0	39.0	182.0	0.0	65.0	21.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	24.0	79.0	0.0	51.0	0.0	11.0	57.0	0.0	76.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764831	1813.0	1462.0	2110.0	2836.0	1399.0	16.0	439.0	514.0	217.0	200.0	15.0	332.0	76.0	724.0	210.0	0.0	2040.0	101.0	901.0	28.0	97.0	44.0	370.0	0.0	72.0	256.0	490.0	235.0	913.0	170.0	0.0	73.0	43.0	143.0	0.0	52.0	40.0	134.0	122.0	0.0	0.0	104.0	0.0	53.0	0.0	0.0	0.0	55.0	0.0	40.0	57.0	0.0	0.0	0.0	121.0	0.0	0.0	12.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764832	1721.0	2725.0	1742.0	1837.0	1335.0	0.0	299.0	546.0	439.0	280.0	148.0	284.0	229.0	806.0	238.0	0.0	1701.0	294.0	1502.0	169.0	82.0	151.0	163.0	0.0	29.0	68.0	232.0	293.0	608.0	60.0	0.0	32.0	48.0	0.0	143.0	54.0	40.0	0.0	0.0	0.0	0.0	153.0	23.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764833	1311.0	2535.0	1751.0	1766.0	1805.0	18.0	355.0	485.0	373.0	184.0	45.0	258.0	201.0	804.0	253.0	45.0	1463.0	325.0	1442.0	134.0	81.0	95.0	41.0	0.0	38.0	194.0	293.0	157.0	671.0	349.0	40.0	39.0	0.0	124.0	125.0	58.0	31.0	129.0	145.0	0.0	0.0	81.0	0.0	110.0	0.0	44.0	0.0	34.0	0.0	0.0	36.0	0.0	48.0	0.0	0.0	0.0	12.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764834	1574.0	2380.0	2613.0	1907.0	733.0	21.0	545.0	528.0	210.0	259.0	122.0	243.0	139.0	901.0	223.0	0.0	1447.0	144.0	555.0	51.0	95.0	0.0	638.0	0.0	10.0	60.0	316.0	183.0	842.0	323.0	0.0	33.0	0.0	154.0	53.0	75.0	54.0	110.0	96.0	0.0	0.0	189.0	12.0	0.0	0.0	0.0	0.0	79.0	0.0	23.0	0.0	0.0	62.0	0.0	57.0	0.0	0.0	87.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	31.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764835	1440.0	3002.0	2851.0	2383.0	1956.0	15.0	559.0	679.0	700.0	367.0	321.0	302.0	651.0	1120.0	312.0	0.0	1658.0	397.0	1961.0	193.0	145.0	21.0	248.0	0.0	45.0	98.0	178.0	467.0	634.0	68.0	0.0	46.0	0.0	94.0	153.0	134.0	31.0	215.0	110.0	12.0	0.0	0.0	17.0	84.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	13.0	24.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764836	163.0	1506.0	2587.0	2670.0	206.0	0.0	0.0	20.0	102.0	0.0	272.0	24.0	0.0	69.0	12.0	0.0	82.0	11.0	1298.0	58.0	11.0	0.0	925.0	0.0	0.0	0.0	0.0	39.0	0.0	60.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	8.0	0.0	0.0	0.0	12.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	9.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764837	155.0	2471.0	1899.0	2582.0	382.0	0.0	0.0	0.0	76.0	0.0	427.0	52.0	0.0	0.0	0.0	0.0	120.0	0.0	1576.0	46.0	0.0	0.0	1088.0	0.0	0.0	25.0	0.0	173.0	0.0	105.0	0.0	68.0	0.0	0.0	53.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764838	2511.0	3311.0	3331.0	2854.0	542.0	0.0	743.0	441.0	84.0	561.0	333.0	279.0	16.0	1482.0	437.0	34.0	1051.0	98.0	967.0	103.0	94.0	719.0	139.0	0.0	28.0	77.0	245.0	141.0	683.0	252.0	91.0	0.0	20.0	98.0	0.0	162.0	0.0	39.0	196.0	0.0	0.0	29.0	15.0	85.0	0.0	0.0	54.0	83.0	36.0	58.0	0.0	0.0	13.0	0.0	73.0	0.0	0.0	28.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764839	2574.0	2713.0	2535.0	3184.0	1068.0	49.0	864.0	730.0	91.0	513.0	476.0	312.0	48.0	928.0	360.0	0.0	1735.0	70.0	523.0	76.0	143.0	72.0	217.0	0.0	110.0	219.0	484.0	154.0	1019.0	211.0	13.0	25.0	0.0	0.0	0.0	73.0	0.0	0.0	155.0	0.0	49.0	84.0	0.0	0.0	6.0	0.0	17.0	66.0	17.0	77.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	68.0	35.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764840	2086.0	2168.0	1491.0	1434.0	641.0	0.0	700.0	409.0	159.0	467.0	179.0	311.0	221.0	1369.0	422.0	0.0	1613.0	97.0	711.0	35.0	35.0	224.0	35.0	0.0	25.0	16.0	218.0	118.0	446.0	231.0	0.0	9.0	0.0	111.0	0.0	37.0	29.0	22.0	125.0	0.0	36.0	115.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764841	2094.0	2580.0	2130.0	1374.0	408.0	26.0	843.0	872.0	283.0	484.0	109.0	366.0	0.0	1121.0	298.0	0.0	1269.0	87.0	967.0	35.0	24.0	303.0	333.0	0.0	32.0	408.0	313.0	266.0	568.0	174.0	0.0	0.0	42.0	29.0	0.0	150.0	26.0	0.0	146.0	0.0	0.0	198.0	16.0	0.0	0.0	0.0	0.0	34.0	0.0	86.0	0.0	0.0	37.0	0.0	92.0	0.0	0.0	24.0	46.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764842	1401.0	3932.0	2714.0	1851.0	497.0	21.0	713.0	272.0	597.0	326.0	327.0	377.0	56.0	1474.0	192.0	0.0	1359.0	168.0	1347.0	90.0	51.0	85.0	43.0	0.0	36.0	143.0	0.0	71.0	505.0	326.0	0.0	0.0	13.0	158.0	51.0	128.0	35.0	182.0	105.0	12.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	28.0	29.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	46.0	26.0	29.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764843	1936.0	3148.0	1668.0	2305.0	781.0	30.0	528.0	320.0	322.0	246.0	197.0	423.0	110.0	1016.0	316.0	0.0	1547.0	87.0	1012.0	0.0	44.0	919.0	75.0	0.0	53.0	259.0	165.0	162.0	408.0	301.0	0.0	0.0	51.0	156.0	62.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	63.0	0.0	0.0	15.0	0.0	21.0	20.0	0.0	0.0	18.0	0.0	94.0	0.0	0.0	80.0	38.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764844	1358.0	1835.0	2054.0	1855.0	431.0	0.0	310.0	617.0	105.0	397.0	132.0	151.0	189.0	1075.0	250.0	113.0	1018.0	101.0	739.0	84.0	19.0	133.0	6.0	0.0	0.0	94.0	137.0	215.0	277.0	252.0	0.0	0.0	44.0	0.0	69.0	35.0	0.0	0.0	125.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	32.0	0.0	10.0	4.0	0.0	14.0	0.0	129.0	0.0	0.0	24.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764845	1674.0	3217.0	1725.0	1900.0	515.0	23.0	129.0	739.0	238.0	466.0	106.0	151.0	0.0	1347.0	376.0	30.0	1045.0	71.0	1192.0	172.0	22.0	51.0	268.0	0.0	0.0	98.0	160.0	346.0	269.0	264.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	130.0	69.0	0.0	0.0	60.0	26.0	69.0	0.0	0.0	0.0	38.0	65.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	42.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764846	2827.0	4291.0	3773.0	4463.0	2626.0	9.0	924.0	948.0	539.0	538.0	343.0	395.0	664.0	1134.0	370.0	239.0	1778.0	470.0	2074.0	205.0	117.0	54.0	402.0	0.0	191.0	223.0	258.0	322.0	947.0	543.0	0.0	90.0	126.0	0.0	151.0	105.0	42.0	230.0	0.0	0.0	0.0	0.0	0.0	123.0	18.0	63.0	0.0	65.0	19.0	0.0	292.0	0.0	166.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
