#SampleID	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Campylobacterota;c__Campylobacteria	d__Bacteria;p__Dadabacteria;c__Dadabacteriia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66
SRR8744191	0.0	7466.0	2525.0	977.0	5982.0	270.0	6791.0	2996.0	2933.0	7403.0	13.0	119.0	581.0	129.0	1623.0	17.0	520.0	73.0	14.0	17.0	35.0	0.0	165.0	7.0	92.0	0.0	38.0	3.0	21.0	0.0	6.0	7.0	15.0	7.0	231.0	0.0	39.0	14.0	32.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	82.0	7.0	0.0	6.0	23.0	0.0	38.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
SRR8744192	6.0	11315.0	4425.0	1780.0	11547.0	303.0	7309.0	3905.0	5661.0	12279.0	0.0	19.0	1017.0	286.0	1916.0	0.0	560.0	138.0	16.0	19.0	54.0	0.0	433.0	0.0	114.0	0.0	42.0	0.0	43.0	0.0	7.0	7.0	7.0	0.0	354.0	0.0	12.0	32.0	0.0	0.0	9.0	0.0	17.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744214	12.0	2738.0	753.0	125.0	1833.0	29.0	2902.0	432.0	932.0	1062.0	4.0	8.0	178.0	33.0	1038.0	0.0	111.0	3.0	0.0	0.0	0.0	0.0	59.0	0.0	34.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744215	0.0	4332.0	164.0	36.0	4473.0	4.0	3071.0	116.0	376.0	297.0	0.0	3.0	126.0	0.0	4548.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744218	2.0	3208.0	349.0	61.0	5111.0	20.0	2610.0	296.0	630.0	668.0	0.0	0.0	174.0	12.0	2323.0	0.0	39.0	0.0	0.0	7.0	0.0	0.0	28.0	0.0	18.0	0.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744219	10.0	2790.0	64.0	0.0	1932.0	8.0	25847.0	35.0	249.0	88.0	0.0	0.0	460.0	0.0	2089.0	0.0	26.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744220	2.0	17586.0	11875.0	995.0	16713.0	246.0	9732.0	4363.0	6527.0	11485.0	0.0	51.0	1109.0	166.0	5172.0	0.0	590.0	167.0	7.0	30.0	13.0	0.0	64.0	0.0	137.0	0.0	17.0	0.0	188.0	0.0	16.0	79.0	0.0	0.0	35.0	0.0	26.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
SRR8744221	5.0	3348.0	1767.0	137.0	8095.0	11.0	4587.0	409.0	1129.0	1565.0	0.0	4.0	129.0	10.0	1392.0	0.0	43.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	24.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744231	0.0	1879.0	1022.0	3.0	9329.0	2.0	2618.0	114.0	795.0	775.0	0.0	0.0	61.0	15.0	516.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744235	0.0	1402.0	600.0	16.0	7501.0	0.0	2611.0	61.0	400.0	292.0	0.0	0.0	23.0	0.0	904.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744237	0.0	3525.0	1621.0	0.0	11348.0	11.0	4465.0	228.0	729.0	1213.0	0.0	4.0	232.0	0.0	2356.0	0.0	25.0	8.0	0.0	0.0	3.0	0.0	8.0	0.0	42.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744238	3.0	11067.0	6962.0	575.0	10321.0	113.0	5181.0	2006.0	4276.0	7355.0	0.0	27.0	759.0	76.0	2318.0	0.0	312.0	129.0	0.0	15.0	19.0	0.0	0.0	0.0	111.0	0.0	34.0	2.0	58.0	0.0	11.0	41.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	0.0	46.0	0.0	0.0	0.0	62.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744239	0.0	7507.0	4176.0	342.0	6369.0	84.0	3555.0	1104.0	2460.0	4120.0	0.0	16.0	602.0	29.0	2406.0	0.0	221.0	105.0	0.0	0.0	0.0	0.0	16.0	0.0	39.0	0.0	10.0	0.0	0.0	0.0	11.0	19.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	42.0	0.0	2.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744241	0.0	5338.0	295.0	119.0	9299.0	29.0	7422.0	302.0	560.0	830.0	0.0	2.0	232.0	2.0	6288.0	4.0	40.0	15.0	5.0	0.0	0.0	0.0	20.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744246	0.0	5963.0	3135.0	181.0	6028.0	98.0	3979.0	1204.0	2528.0	3788.0	0.0	23.0	251.0	48.0	1591.0	0.0	181.0	54.0	5.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	19.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	35.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744247	14.0	5182.0	3887.0	205.0	9484.0	119.0	2553.0	1020.0	3032.0	5753.0	7.0	10.0	200.0	37.0	508.0	0.0	94.0	7.0	0.0	3.0	7.0	0.0	0.0	0.0	75.0	0.0	32.0	0.0	34.0	0.0	0.0	17.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744248	4.0	5053.0	2476.0	61.0	6008.0	57.0	4621.0	543.0	1312.0	1826.0	0.0	13.0	312.0	16.0	3032.0	0.0	62.0	28.0	0.0	0.0	5.0	0.0	0.0	0.0	38.0	0.0	6.0	0.0	7.0	0.0	6.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	5.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744249	0.0	5672.0	2199.0	997.0	7748.0	146.0	19175.0	1904.0	3472.0	7794.0	0.0	18.0	417.0	134.0	703.0	9.0	165.0	106.0	0.0	14.0	10.0	2.0	94.0	0.0	48.0	0.0	137.0	3.0	26.0	0.0	0.0	0.0	0.0	8.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744251	0.0	1545.0	798.0	5.0	6241.0	8.0	2720.0	119.0	305.0	397.0	0.0	0.0	39.0	0.0	499.0	0.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744252	0.0	3687.0	2665.0	225.0	6096.0	78.0	2537.0	443.0	2381.0	3638.0	0.0	4.0	199.0	33.0	677.0	0.0	167.0	2.0	5.0	7.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	22.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744253	0.0	2758.0	833.0	0.0	8039.0	10.0	1997.0	102.0	959.0	592.0	0.0	0.0	43.0	0.0	420.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744254	7.0	10443.0	6139.0	523.0	11726.0	144.0	4356.0	1445.0	3188.0	8513.0	0.0	20.0	775.0	28.0	1793.0	0.0	333.0	119.0	0.0	6.0	0.0	0.0	26.0	0.0	73.0	0.0	2.0	0.0	37.0	0.0	8.0	37.0	9.0	3.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744255	7.0	6334.0	1073.0	122.0	8988.0	67.0	5665.0	660.0	1545.0	1375.0	0.0	11.0	242.0	23.0	4787.0	0.0	105.0	39.0	0.0	0.0	13.0	0.0	104.0	4.0	19.0	0.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744257	15.0	7476.0	3152.0	901.0	6553.0	140.0	4473.0	2490.0	3054.0	6892.0	11.0	27.0	781.0	200.0	1392.0	18.0	351.0	0.0	0.0	3.0	12.0	0.0	227.0	16.0	34.0	0.0	14.0	0.0	29.0	0.0	42.0	3.0	0.0	0.0	121.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	102.0	0.0	0.0	3.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744258	15.0	15914.0	11668.0	1036.0	20659.0	355.0	9135.0	2811.0	7545.0	13396.0	0.0	49.0	1117.0	201.0	3128.0	0.0	545.0	114.0	0.0	13.0	20.0	0.0	48.0	3.0	267.0	0.0	40.0	0.0	143.0	0.0	0.0	47.0	0.0	5.0	112.0	0.0	5.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744260	12.0	5125.0	3740.0	143.0	3603.0	89.0	2323.0	1123.0	2057.0	2255.0	0.0	14.0	361.0	15.0	889.0	0.0	275.0	26.0	0.0	0.0	0.0	0.0	14.0	3.0	45.0	0.0	2.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744263	0.0	3109.0	1138.0	329.0	2845.0	38.0	1727.0	956.0	1523.0	3374.0	0.0	0.0	245.0	6.0	384.0	0.0	104.0	27.0	0.0	9.0	9.0	0.0	103.0	3.0	26.0	0.0	6.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744264	0.0	1713.0	868.0	264.0	1837.0	60.0	1232.0	781.0	1220.0	1899.0	0.0	9.0	204.0	54.0	297.0	0.0	24.0	45.0	0.0	6.0	0.0	0.0	72.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744265	13.0	7632.0	3294.0	1026.0	6072.0	246.0	4548.0	3209.0	2936.0	7720.0	0.0	20.0	701.0	180.0	1443.0	0.0	400.0	41.0	22.0	16.0	25.0	0.0	199.0	16.0	79.0	0.0	36.0	0.0	0.0	0.0	26.0	15.0	3.0	0.0	182.0	0.0	0.0	20.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	87.0	2.0	11.0	5.0	15.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744269	0.0	1643.0	322.0	0.0	7689.0	0.0	2965.0	56.0	257.0	243.0	0.0	0.0	23.0	0.0	909.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	33.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744270	0.0	3265.0	1631.0	19.0	4185.0	11.0	4302.0	301.0	861.0	1196.0	0.0	5.0	192.0	8.0	2793.0	0.0	89.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	4.0	0.0	0.0	0.0	3.0	46.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744271	0.0	4190.0	30.0	0.0	5118.0	0.0	3602.0	65.0	91.0	20.0	0.0	0.0	45.0	0.0	7995.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744283	0.0	6858.0	2365.0	28.0	7589.0	6.0	7684.0	291.0	818.0	1219.0	0.0	8.0	767.0	9.0	6697.0	0.0	160.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	27.0	0.0	3.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744286	2.0	5036.0	2297.0	471.0	4571.0	22.0	2687.0	1381.0	2393.0	4819.0	0.0	11.0	394.0	67.0	542.0	13.0	214.0	3.0	0.0	6.0	3.0	0.0	163.0	13.0	22.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744287	4.0	3080.0	1022.0	461.0	3705.0	5.0	2177.0	1179.0	1651.0	4635.0	0.0	15.0	228.0	37.0	620.0	0.0	209.0	0.0	0.0	7.0	0.0	0.0	148.0	0.0	22.0	0.0	6.0	0.0	20.0	0.0	0.0	0.0	0.0	12.0	42.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744296	0.0	5583.0	455.0	0.0	3030.0	0.0	4149.0	37.0	242.0	466.0	0.0	0.0	172.0	0.0	8623.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744312	3.0	1987.0	1010.0	304.0	1908.0	84.0	2123.0	928.0	1082.0	2205.0	16.0	21.0	184.0	38.0	428.0	0.0	112.0	9.0	10.0	13.0	0.0	3.0	32.0	0.0	14.0	0.0	3.0	3.0	13.0	0.0	15.0	6.0	0.0	0.0	65.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	28.0	0.0	6.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744313	0.0	1710.0	1073.0	140.0	5169.0	40.0	814.0	241.0	1264.0	2747.0	0.0	0.0	115.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	35.0	0.0	0.0	0.0	10.0	0.0	0.0	9.0	0.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
